Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11710,codename kids next door operation s.o.d.a.,GBA,2004.0,Platform,Global Star,0.05,0.02,0.0,0.0,0.08
11711,far cry instincts evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08
11712,pinball hall of fame the gottlieb collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08
11713,conception please give birth to my child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08
11714,wrc 5 fia world rally championship,PSV,2015.0,Sports,Bigben Interactive,0.0,0.06,0.0,0.02,0.08
11715,winter sports 2011,Wii,2011.0,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.08
11716,medal of honor underground,GBA,2002.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08
11717,baroque,Wii,2008.0,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08
11718,super football,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.08
11719,the idolmaster gravure for you! vol. 3,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11720,learn geography,DS,2009.0,Misc,DreamCatcher Interactive,0.07,0.0,0.0,0.01,0.08
11721,divinity ii ego draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08
11722,disaster day of crisis,Wii,2008.0,Action,Nintendo,0.0,0.03,0.04,0.0,0.08
11723,scoobydoo! unmasked,XB,2005.0,Platform,THQ,0.06,0.02,0.0,0.0,0.08
11724,shovel knight,PS4,2015.0,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08
11725,score international baja 1000 the official game,PS3,2008.0,Racing,Activision,0.07,0.0,0.0,0.01,0.08
11726,driven,GC,2002.0,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08
11727,dynasty warriors 3,XB,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08
11728,my fun facts coach,DS,2008.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08
11729,superman returns,DS,2006.0,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08
11730,tennis no ojisama gyutto! dokidoki survival  umi to yama no love passion,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
11731,nicola kanshuu model oshare * audition platina,3DS,2012.0,Action,Alchemist,0.0,0.0,0.08,0.0,0.08
11732,kung fu panda legendary warriors,Wii,2008.0,Action,Activision,0.07,0.0,0.0,0.0,0.08
11733,mtv music generator 3 this is the remix,XB,2004.0,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08
11734,fairy tail portable guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
11735,yoru no nai kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
11736,backyard nba basketball,DS,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.07
11737,wizardry llylgamyn saga,PS,1998.0,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07
11738,party pigs farmyard games,Wii,2009.0,Misc,Data Design Interactive,0.07,0.0,0.0,0.0,0.07
11739,kinnikuman muscle grand prix max 2 tokumori,PS2,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11740,gale racer,SAT,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11741,in the groove,PS2,2005.0,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07
11742,myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
11743,beat city,DS,2010.0,Misc,THQ,0.07,0.0,0.0,0.01,0.07
11744,mega man legacy collection,PS4,2016.0,Platform,Capcom,0.06,0.0,0.0,0.01,0.07
11745,akb1/149 love election,PSV,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11746,naruto shippuden gekito ninja taisen! ex 3,Wii,2008.0,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07
11747,boku no natsuyasumi portable 2 nazo nazo shimai to chinbotsusen no himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11748,torchlight,PC,2009.0,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07
11749,winter sports 2 the next challenge,X360,2008.0,Sports,RTL,0.06,0.01,0.0,0.01,0.07
11750,magic pengel the quest for color,PS2,2002.0,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07
11751,super baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07
11752,jikkyou powerful pro yakyuu 2011 ketteiban,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11753,formula one world championship beyond the limit,SCD,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11754,hakuouki ds,DS,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
11755,buster bros. collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07
11756,sony computer science kenkyuujo mogi kenichirou hakase kanshuu nou ni kaikan aha taiken!,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.0,0.07
11757,mega man battle network operation shooting star,DS,2007.0,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07
11758,futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07
11759,medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07
11760,the history channel battle for the pacific,PS3,2008.0,Shooter,Activision,0.07,0.0,0.0,0.01,0.07
11761,famicom mini hikari shinwa palutena no kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07
11762,rayman 3 hoodlum havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07
11763,again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07
11764,momotarou dentetsu tag match yuujou  doryoku  shouri no maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07
11765,zumba fitness core,Wii,2012.0,Misc,505 Games,0.0,0.07,0.0,0.01,0.07
11766,yoru no nai kuni,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11767,generator rex agent of providence,PS3,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07
11768,jimmie johnsons anything with an engine,PS3,2011.0,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.07
11769,super ghouls n ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
11770,boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07
11771,nhl open ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07
11772,jewel link chronicles legend of athena,DS,2011.0,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07
11773,gundam battle tactics,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11774,touch detective nameko shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07
11775,aikatsu! my no.1 stage!,3DS,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11776,sky gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07
11777,santa claus is comin to town!,DS,2011.0,Puzzle,Crave Entertainment,0.07,0.0,0.0,0.01,0.07
11778,and1 streetball,XB,2006.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07
11779,gladius,GC,2003.0,Strategy,Activision,0.06,0.01,0.0,0.0,0.07
11780,adventure time finn  jake investigations,3DS,2015.0,Action,Little Orbit,0.02,0.05,0.0,0.01,0.07
11781,kenka banchou 6 soul  blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07
11782,jewel time deluxe,DS,2011.0,Puzzle,O-Games,0.04,0.03,0.0,0.01,0.07
11783,picture perfect hair salon,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.01,0.07
11784,warriors orochi 3,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11785,photokano,PSV,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07
11786,real sound kaze no riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0,0.07
11787,soccer tsuku pro soccer club o tsukurou!,PSV,2013.0,Sports,Sega,0.0,0.0,0.07,0.0,0.07
11788,summon night 4,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11789,record of agarest war,PS3,2007.0,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07
11790,overlord minions,DS,2009.0,Puzzle,Codemasters,0.07,0.0,0.0,0.01,0.07
11791,the rub rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07
11792,margots word brain,DS,2008.0,Puzzle,Zoo Games,0.07,0.0,0.0,0.01,0.07
11793,saint seiya brave soldiers,PS3,2013.0,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
11794,the sims 3 barnacle bay,PC,2011.0,Simulation,Electronic Arts,0.07,0.0,0.0,0.01,0.07
11795,winx club,GBA,2005.0,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07
11796,classic road,PS,1995.0,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
11797,hero bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07
11798,the idolm@ster live for you!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11799,tokimeki memorial girls side premium 3rd story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11800,smashing drive,GC,2007.0,Racing,Unknown,0.06,0.01,0.0,0.0,0.07
11801,mega man xtreme,GB,2000.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
11802,zhuzhu pets quest for zhu,DS,2011.0,Misc,Activision,0.07,0.0,0.0,0.01,0.07
11803,simcity 4 deluxe edition,PC,2003.0,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07
11804,bomberman max 2 red advance,GBA,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07
11805,resident evil zero,XOne,2016.0,Action,Capcom,0.05,0.02,0.0,0.01,0.07
11806,tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07
11807,csi dark motives,DS,2007.0,Adventure,Ubisoft,0.05,0.01,0.0,0.01,0.07
11808,speed zone,Wii,2009.0,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07
11809,tomb raider legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
11810,godai elemental force,PS2,2002.0,Action,3DO,0.04,0.03,0.0,0.01,0.07
11811,ok! puzzle stars,DS,2010.0,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.07
11812,still life,XB,2005.0,Adventure,Microids,0.05,0.02,0.0,0.0,0.07
11813,big mutha truckers 2,XB,2005.0,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07
11814,hang on gp,SAT,1995.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07
11815,goodbye deponia,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.01,0.07
11816,uprising x,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0,0.07
11817,spongebobs truth or square,X360,2009.0,Action,THQ,0.03,0.04,0.0,0.0,0.07
11818,mega man xtreme 2,GB,2001.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
11819,ininja,XB,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07
11820,kengo legend of the 9,X360,2006.0,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07
11821,sigma harmonics,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07
11822,kessen iii,PS2,2004.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07
11823,harlem globetrotters world tour,DS,2006.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07
11824,summon night,DS,2008.0,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07
11825,the king of fighters collection the orochi saga,PSP,2008.0,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07
11826,aero elite combat academy,PS2,2002.0,Simulation,Sega,0.04,0.03,0.0,0.01,0.07
11827,you dont know jack,DS,2011.0,Misc,THQ,0.07,0.0,0.0,0.01,0.07
11828,damage inc. pacific squadron wwii,X360,2012.0,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07
11829,cartoon network punch time explosion xl,X360,2011.0,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07
11830,wrath unleashed,PS2,2004.0,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07
11831,beyond good  evil,GC,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07
11832,pong / asteroids / yars revenge,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
11833,commandos 2 men of courage,XB,2002.0,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07
11834,noël la neige,PS,1998.0,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07
11835,busou shinki battle masters,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11836,roll away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07
11837,derby jockey kishou e no michi,SNES,1994.0,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07
11838,harukanaru toki no naka de 4,PS2,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11839,maximum chase,XB,2002.0,Racing,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07
11840,mugen souls z,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
11841,winning post 7 2012,PS3,2012.0,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07
11842,spot goes to hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07
11843,teenage mutant ninja turtles mutants in manhattan,PS4,2016.0,Action,Activision,0.04,0.02,0.0,0.01,0.07
11844,g darius,PS,1997.0,Shooter,THQ,0.04,0.03,0.0,0.0,0.07
11845,utawarerumono itsuwari no kamen,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07
11846,the wolf among us,XOne,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07
11847,mucha lucha! mascaritas of the lost code,GBA,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07
11848,invizimals the alliance,PSV,2013.0,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
11849,roogoo attack!,DS,2009.0,Puzzle,SouthPeak Games,0.07,0.0,0.0,0.0,0.07
11850,disneys planes,3DS,2013.0,Simulation,Disney Interactive Studios,0.04,0.03,0.0,0.01,0.07
11851,rugby league 3,Wii,2010.0,Sports,Alternative Software,0.0,0.06,0.0,0.01,0.07
11852,sd gundam gashapon wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11853,alvin and the chipmunks,PS2,2007.0,Misc,Brash Entertainment,0.04,0.03,0.0,0.01,0.07
11854,backyard hockey,DS,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.07
11855,river king mystic valley us sales,DS,2007.0,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07
11856,romance of the three kingdoms xi,PS2,2007.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
11857,digimon world championship,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11858,lupin sansei shijou saidai no zunousen,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11859,blood drive,PS3,2010.0,Racing,Activision,0.07,0.0,0.0,0.0,0.07
11860,model * oshare audition dream girl,3DS,2013.0,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07
11861,lets paint,Wii,2010.0,Simulation,Zoo Games,0.07,0.0,0.0,0.0,0.07
11862,squishy tank,DS,2010.0,Puzzle,Natsume,0.07,0.0,0.0,0.0,0.07
11863,discovery kids parrot pals,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.07
11864,lets ride! friends forever,DS,2008.0,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
11865,archer macleans 3d pool,GBA,2003.0,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07
11866,tak the great juju challenge,XB,2005.0,Platform,THQ,0.05,0.02,0.0,0.0,0.07
11867,just dance disney party 2,X360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07
11868,tmnt mutant melee,GC,2005.0,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,0.07
11869,pro farm 1,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07
11870,combat task force 121,XB,2005.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
11871,winning eleven playmaker 2010 aoki samurai no chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11872,goosebumps horrorland,PS2,2008.0,Adventure,Scholastic Inc.,0.04,0.03,0.0,0.01,0.07
11873,rugby world cup 2015,PS3,2015.0,Sports,Ubisoft,0.0,0.06,0.0,0.01,0.07
11874,exhibition volume 4,XB,2003.0,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07
11875,petz fantasy 3d,3DS,2011.0,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07
11876,viewpoint,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
11877,code geass hangyaku no lelouch  lost colors,PSP,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11878,disneys donald duck advance,GBA,2001.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07
11879,dark souls,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07
11880,stacked with daniel negreanu,PS2,2006.0,Misc,Myelin Media,0.04,0.03,0.0,0.01,0.07
11881,hakuouki yuugi roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
11882,circus maximus chariot wars,XB,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.07
11883,mega man battle network 5 double team ds us sales,DS,2005.0,Role-Playing,Nintendo,0.07,0.0,0.0,0.0,0.07
11884,kenyuu densetsu yaiba,SNES,1994.0,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
11885,snk arcade classics vol. 1,Wii,2008.0,Misc,Ignition Entertainment,0.06,0.0,0.0,0.01,0.07
11886,kidou senshi gundam giren no yabou  axis no kyoui v,PS2,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11887,fantasia music evolved,X360,2014.0,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07
11888,kidou senshi gundam giren no yabou  axis no kyoui v,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11889,elements of destruction,DS,2007.0,Strategy,THQ,0.07,0.0,0.0,0.01,0.07
11890,serious sam next encounter,PS2,2004.0,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07
11891,speed,Wii,2010.0,Racing,Unknown,0.04,0.02,0.0,0.01,0.07
11892,eiken ds,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07
11893,game center cx arino no chousenjou 2,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11894,tom clancys ghost recon 2,GC,2005.0,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07
11895,e.x. troopers,3DS,2012.0,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07
11896,robocalypse,DS,2008.0,Strategy,Tecmo Koei,0.07,0.0,0.0,0.0,0.07
11897,guilty gear xrd revelator,PS4,2016.0,Fighting,PQube,0.02,0.0,0.05,0.0,0.07
11898,grand kingdom,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
11899,j legend retsuden,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11900,the testament of sherlock holmes,PC,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
11901,monster racers,DS,2009.0,Racing,Tecmo Koei,0.05,0.0,0.02,0.0,0.07
11902,the king of fighters evolution,DC,2000.0,Fighting,SNK,0.0,0.0,0.07,0.0,0.07
11903,ds uranai seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
11904,spongebobs truth or square,PSP,2009.0,Action,THQ,0.02,0.04,0.0,0.01,0.07
11905,pitfall the lost expedition,GBA,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07
11906,allstar baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07
11907,pacman and the ghostly adventures 2,WiiU,2014.0,Adventure,Namco Bandai Games,0.05,0.02,0.0,0.01,0.07
11908,tom clancys splinter cell chaos theory,DS,2005.0,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07
11909,cho~ricchi! tamagotchi no puchi puchi omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11910,flower sun and rain,DS,2008.0,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.07
11911,james camerons dark angel,XB,2002.0,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07
11912,the legend of heroes trails in the sky third chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
11913,moxie girlz,DS,2011.0,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07
11914,dave mirra bmx challenge,PSP,2006.0,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.07
11915,hannspree ten kate honda sbk superbike world championship,PS2,2007.0,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07
11916,aqua teen hunger force zombie ninja proam,PS2,2007.0,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07
11917,alexi lalas international soccer,PS,1998.0,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07
11918,operation flashpoint red river,PC,2011.0,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07
11919,f.e.a.r. 2 project origin,PC,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
11920,ncaa college football 2k3,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07
11921,monster rancher battle card episode ii,PS,2000.0,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07
11922,karaoke revolution party,GC,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07
11923,dream trigger 3d,3DS,2007.0,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07
11924,make 10 a journey of numbers,DS,2007.0,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
11925,itoi shigesato no bass tsuri no. 1 ketteihan!,N64,2000.0,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07
11926,jumper griffins story,PS2,2008.0,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07
11927,vampire legends power of three,DS,2010.0,Adventure,THQ,0.07,0.0,0.0,0.0,0.07
11928,famicom mini nazo no murasamejou,GBA,2004.0,Action,Nintendo,0.0,0.0,0.07,0.0,0.07
11929,galerians ash,PS2,2002.0,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07
11930,mahjong fight club ds wifi taiou,DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11931,haunting ground,PS2,2005.0,Action,Capcom,0.03,0.03,0.0,0.01,0.07
11932,horrid henry the good the bad and the bugly,3DS,2011.0,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
11933,kane  lynch 2 dog days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
11934,vampire knight ds,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07
11935,disney sports skateboarding,GBA,2002.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07
11936,homie rollerz,DS,2008.0,Racing,Destineer,0.07,0.0,0.0,0.01,0.07
11937,operation darkness,X360,2007.0,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07
11938,magi the labyrinth of beginning,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11939,the wolf among us,PSV,2014.0,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07
11940,tornado,DS,2007.0,Action,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07
11941,fantasy aquarium by ds,DS,2008.0,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.07
11942,hi! hamtaro  little hamstersbig adventures hamham challenge,DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.0,0.07
11943,damnation,X360,2009.0,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07
11944,i dont have many friends portable,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11945,rock band country track pack 2,PS3,2011.0,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07
11946,fable the lost chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07
11947,loons the fight for fame,XB,2002.0,Action,Atari,0.05,0.02,0.0,0.0,0.07
11948,romance of the three kingdoms ix,PS2,2003.0,Strategy,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
11949,second sight,XB,2004.0,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07
11950,metal gear solid,GB,2000.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
11951,totaled!,XB,2002.0,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07
11952,bleach heat the soul 3,PSP,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07
11953,ecco the tides of time,GEN,1993.0,Adventure,Sega,0.0,0.0,0.07,0.0,0.07
11954,showtime championship boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07
11955,rock band track pack classic rock,X360,2009.0,Misc,MTV Games,0.07,0.0,0.0,0.01,0.07
11956,open season,Wii,2006.0,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07
11957,football manager 2010,PC,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07
11958,dave mirra bmx challenge,Wii,2007.0,Sports,505 Games,0.06,0.0,0.0,0.01,0.07
11959,machine head,PS,1996.0,Shooter,Eidos Interactive,0.04,0.03,0.0,0.0,0.07
11960,vanguard bandits,PS,1998.0,Strategy,Human Entertainment,0.04,0.03,0.0,0.0,0.07
11961,lost heroes,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11962,the legend of heroes vii the trail of zero,PSV,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
11963,bionicle heroes,X360,2006.0,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07
11964,shin chan contra ¡los plastas!,DS,2009.0,Platform,505 Games,0.0,0.0,0.07,0.0,0.07
11965,inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07
